url,source,http_status,final_url,is_redirect,redirect_type,is_error,notes
http://naturesseed.com/product/alpaca-llama-pasture-forage-mix/,ad_copy,200,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,True,301,False,Redirect chain: 301:http://naturesseed.com/product/alpaca-llama-pasture-forage-mix/ -> 301:https://naturesseed.com/product/alpaca-llama-pasture-forage-mix/ -> 301:https://naturesseed.com/products/pasture-seeds/alpaca-llama-pasture-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/
https://get.naturesseed.com/grass-seed,ad_copy,200,https://get.naturesseed.com/grass-seed,False,,False,
https://naturesseed.com,ad_copy,200,https://naturesseed.com/,False,,False,
https://naturesseed.com/,ad_copy,200,https://naturesseed.com/,False,,False,
https://naturesseed.com/grass-seed/,ad_copy,200,https://naturesseed.com/products/grass-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/ -> 200:https://naturesseed.com/products/grass-seed/
https://naturesseed.com/grass-seed/bermuda-grass/bermudagrass-seed-blend,ad_copy,200,https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/bermuda-grass/bermudagrass-seed-blend -> 301:https://naturesseed.com/products/grass-seeds/bermudagrass-seed-blend/ -> 200:https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/
https://naturesseed.com/grass-seed/clover-seeds-lawn-additive/microclover/,ad_copy,200,https://naturesseed.com/products/clover-seed/microclover/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/clover-seeds-lawn-additive/microclover/ -> 301:https://naturesseed.com/products/grass-seeds/microclover -> 200:https://naturesseed.com/products/clover-seed/microclover/
https://naturesseed.com/grass-seed/clover-seeds-lawn-additive/white-dutch-clover/,ad_copy,200,https://naturesseed.com/products/clover-seed/white-dutch-clover/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/clover-seeds-lawn-additive/white-dutch-clover/ -> 200:https://naturesseed.com/products/clover-seed/white-dutch-clover/
https://naturesseed.com/grass-seed/fescue-grass/triple-play-tall-fescue-seed-blend,ad_copy,200,https://naturesseed.com/products/grass-seed/triblade-elite-fescue-lawn-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/fescue-grass/triple-play-tall-fescue-seed-blend -> 301:https://naturesseed.com/products/grass-seeds/triblade-elite-fescue-lawn-mix/ -> 200:https://naturesseed.com/products/grass-seed/triblade-elite-fescue-lawn-mix/
https://naturesseed.com/grass-seed/kentucky-bluegrass/kentucky-bluegrass-seed-blue-ribbon-mix,ad_copy,200,https://naturesseed.com/products/grass-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/kentucky-bluegrass/kentucky-bluegrass-seed-blue-ribbon-mix -> 301:https://naturesseed.com/grass-seed/kentucky-bluegrass/ -> 200:https://naturesseed.com/products/grass-seed/
https://naturesseed.com/grass-seed/kentucky-bluegrass/northeast-seed-mix,ad_copy,200,https://naturesseed.com/products/grass-seed/northeast-lawn/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/kentucky-bluegrass/northeast-seed-mix -> 301:https://naturesseed.com/grass-seed/northeast-lawn/ -> 200:https://naturesseed.com/products/grass-seed/northeast-lawn/
https://naturesseed.com/grass-seed/perennial-ryegrass/perennial-ryegrass-seed-blend,ad_copy,200,https://naturesseed.com/products/pasture-seed/perennial-ryegrass/,True,301,False,Redirect chain: 301:https://naturesseed.com/grass-seed/perennial-ryegrass/perennial-ryegrass-seed-blend -> 301:https://naturesseed.com/products/grass-seeds/perennial-ryegrass-seed-blend/ -> 301:https://naturesseed.com/products/pasture-seed/perennial-ryegrass -> 200:https://naturesseed.com/products/pasture-seed/perennial-ryegrass/
https://naturesseed.com/pasture-seed/,ad_copy,200,https://naturesseed.com/products/pasture-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/ -> 200:https://naturesseed.com/products/pasture-seed/
https://naturesseed.com/pasture-seed/alpaca-llama-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/alpaca-llama-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/
https://naturesseed.com/pasture-seed/cattle-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/cattle-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/
https://naturesseed.com/pasture-seed/cattle-pastures/beef-cattle-forage/,ad_copy,200,https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/cattle-pastures/beef-cattle-forage/ -> 200:https://naturesseed.com/products/pasture-seed/cattle-pasture-seed/
https://naturesseed.com/pasture-seed/goat-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/goat-pastures-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/goat-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/goat-pastures-seed/
https://naturesseed.com/pasture-seed/horse-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/horse-pastures-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/horse-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/horse-pastures-seed/
https://naturesseed.com/pasture-seed/pig-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/pig-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/
https://naturesseed.com/pasture-seed/poultry-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/poultry-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/poultry-forage-mix/
https://naturesseed.com/pasture-seed/sheep-pastures/,ad_copy,200,https://naturesseed.com/products/pasture-seed/sheep-pastures-seed/,True,301,False,Redirect chain: 301:https://naturesseed.com/pasture-seed/sheep-pastures/ -> 200:https://naturesseed.com/products/pasture-seed/sheep-pastures-seed/
https://naturesseed.com/product/alpaca-llama-pasture-forage-mix/,ad_copy,200,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/alpaca-llama-pasture-forage-mix/ -> 301:https://naturesseed.com/products/pasture-seeds/alpaca-llama-pasture-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/
https://naturesseed.com/product/big-game-food-plot-forage-mix/,ad_copy,200,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/big-game-food-plot-forage-mix/ -> 301:https://naturesseed.com/products/pasture-seeds/big-game-food-plot-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/
https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,base_url_check,200,https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,False,,False,
https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/?variation_id=452650&attribute_size=10+lb+-+Covers+2%2C000+Sq+Ft,merchant_feed,200,https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/?variation_id=452650&attribute_size=10+lb+-+Covers+2%2C000+Sq+Ft,False,,False,
https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/?variation_id=452651&attribute_size=25+lb+-+Covers+5%2C000+Sq+Ft,merchant_feed,200,https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/?variation_id=452651&attribute_size=25+lb+-+Covers+5%2C000+Sq+Ft,False,,False,
https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/?variation_id=452652&attribute_size=5+lb+-+Covers+1%2C000+Sq+Ft,merchant_feed,200,https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/?variation_id=452652&attribute_size=5+lb+-+Covers+1%2C000+Sq+Ft,False,,False,
https://naturesseed.com/product/cattle-dairy-cow-pasture-mix-cold-warm-season,ad_copy,200,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/cattle-dairy-cow-pasture-mix-cold-warm-season -> 301:https://naturesseed.com/products/pasture-seeds/cattle-dairy-cow-pasture-mix-cold-warm-season/ -> 200:https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/
https://naturesseed.com/product/organic-maintenance-fertilizer-18-1-8fe/,merchant_feed,200,https://naturesseed.com/product/organic-maintenance-fertilizer-18-1-8fe/,False,,False,
https://naturesseed.com/product/pig-pasture-forage-mix/,ad_copy,200,https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/pig-pasture-forage-mix/ -> 301:https://naturesseed.com/products/pasture-seeds/pig-pasture-forage-mix/ -> 200:https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/
https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,base_url_check,200,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,False,,False,
https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/?variation_id=452707&attribute_size=10+lb+-+Covers+2%2C000+Sq+Ft,merchant_feed,200,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/?variation_id=452707&attribute_size=10+lb+-+Covers+2%2C000+Sq+Ft,False,,False,
https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/?variation_id=452708&attribute_size=25+lb+-+Covers+5%2C000+Sq+Ft,merchant_feed,200,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/?variation_id=452708&attribute_size=25+lb+-+Covers+5%2C000+Sq+Ft,False,,False,
https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/?variation_id=452709&attribute_size=5+lb+-+Covers+1%2C000+Sq+Ft,merchant_feed,200,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/?variation_id=452709&attribute_size=5+lb+-+Covers+1%2C000+Sq+Ft,False,,False,
https://naturesseed.com/product/sheep-pasture-forage-mix-transitional,ad_copy,200,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,True,301,False,Redirect chain: 301:https://naturesseed.com/product/sheep-pasture-forage-mix-transitional -> 301:https://naturesseed.com/products/pasture-seeds/sheep-pasture-forage-mix-transitional/ -> 200:https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/
https://naturesseed.com/products/clover-seed/,ad_copy,200,https://naturesseed.com/products/clover-seed/,False,,False,
https://naturesseed.com/products/clover-seed/alsike-clover-seed/,base_url_check,200,https://naturesseed.com/products/clover-seed/alsike-clover-seed/,False,,False,
