new_product_id,current_title,product_type,custom_label_0,price,total_historical_spend,total_historical_revenue,aggregated_roas,old_product_ids_mapped
gla_446601,"Timothy Grass Seed - High-Fiber Hay & Pasture Forage - 25 lb, Covers 25,000 sq ft | Nature's Seed",Pasture Seeds > Single Species Pasture Seeds,pasture,159.99 USD,1667.67,7077.48,4.24,"16835163816507891407, 4770343915053075681, 6389209928691413269, gla_184515, gla_184516, gla_184517, gla_184518, gla_184714, gla_184715, gla_184716, gla_184717, gla_441387, gla_441389, gla_444237, gla_445206, gla_446599, gla_446600, gla_446601, pg-phpr, pg-phpr-1-lb, pg-phpr-10-lb, pg-phpr-25-lb, pg-phpr-50-lb"
gla_446599,"Timothy Grass Seed - High-Fiber Hay & Pasture Forage - 5 lb, Covers 5,000 sq ft | Nature's Seed",Pasture Seeds > Single Species Pasture Seeds,pasture,34.99 USD,1667.67,7077.48,4.24,"16835163816507891407, 4770343915053075681, 6389209928691413269, gla_184515, gla_184516, gla_184517, gla_184518, gla_184714, gla_184715, gla_184716, gla_184717, gla_441387, gla_441389, gla_444237, gla_445206, gla_446599, gla_446600, gla_446601, pg-phpr, pg-phpr-1-lb, pg-phpr-10-lb, pg-phpr-25-lb, pg-phpr-50-lb"
gla_446600,"Timothy Grass Seed - High-Fiber Hay & Pasture Forage - 50 lb, Covers 50,000 sq ft | Nature's Seed",Pasture Seeds > Single Species Pasture Seeds,pasture,299.99 USD,1667.67,7077.48,4.24,"16835163816507891407, 4770343915053075681, 6389209928691413269, gla_184515, gla_184516, gla_184517, gla_184518, gla_184714, gla_184715, gla_184716, gla_184717, gla_441387, gla_441389, gla_444237, gla_445206, gla_446599, gla_446600, gla_446601, pg-phpr, pg-phpr-1-lb, pg-phpr-10-lb, pg-phpr-25-lb, pg-phpr-50-lb"
gla_452707,"Pet & Kid Safe Bluegrass Lawn Seed Bundle - Low-Maintenance Turf - 10 lb, Covers 2,000 sq ft | Nature's Seed",Lawn / Turf Seeds > Home Lawn/Yard Grass Seed,grass-seed,269.99 USD,1134.32,6760.27,5.96,"10358156857417063638, 11224793057940186899, gla_183446, gla_183447, gla_183448, gla_183449, gla_183450, gla_183451, gla_184724, gla_184725, gla_184726, gla_184727, gla_185628, gla_185629, gla_185630, gla_185631, gla_185656, gla_185657, gla_185658, gla_185659, gla_185789, gla_185790, gla_185791, gla_185792, gla_185915, gla_185916, gla_185917, gla_185918, gla_186087, gla_186088, gla_186089, gla_186090, gla_186091, gla_186092, gla_440435, gla_452707, gla_452708, gla_452709, pg-agsp, pg-agsp-1-lb, pg-agsp-10-lb, pg-agsp-25-lb, pg-agsp-50-lb, pg-ange-50-lb, pg-poam, pg-poco, pg-posa, pg-posa-1-lb, pg-posa-10-lb, pg-posa-25-lb, pg-posa-50-lb, pg-scsc, pg-scsc-1-lb, pg-scsc-10-lb, pg-scsc-25-lb, pg-scsc-50-lb, turf-wbb-0.25-a, turf-wbb-1000-f, turf-wbb-1500-f, turf-wbb-2000-f, turf-wbb-500-f, turf-wbb-5000-f, turf-ww, w-phcr, w-phcr-0.25-lb, w-phcr-0.5-lb, w-phcr-1-lb"
gla_452708,"Pet & Kid Safe Bluegrass Lawn Seed Bundle - Low-Maintenance Turf - 25 lb, Covers 5,000 sq ft | Nature's Seed",Lawn / Turf Seeds > Home Lawn/Yard Grass Seed,grass-seed,509.99 USD,1134.32,6760.27,5.96,"10358156857417063638, 11224793057940186899, gla_183446, gla_183447, gla_183448, gla_183449, gla_183450, gla_183451, gla_184724, gla_184725, gla_184726, gla_184727, gla_185628, gla_185629, gla_185630, gla_185631, gla_185656, gla_185657, gla_185658, gla_185659, gla_185789, gla_185790, gla_185791, gla_185792, gla_185915, gla_185916, gla_185917, gla_185918, gla_186087, gla_186088, gla_186089, gla_186090, gla_186091, gla_186092, gla_440435, gla_452707, gla_452708, gla_452709, pg-agsp, pg-agsp-1-lb, pg-agsp-10-lb, pg-agsp-25-lb, pg-agsp-50-lb, pg-ange-50-lb, pg-poam, pg-poco, pg-posa, pg-posa-1-lb, pg-posa-10-lb, pg-posa-25-lb, pg-posa-50-lb, pg-scsc, pg-scsc-1-lb, pg-scsc-10-lb, pg-scsc-25-lb, pg-scsc-50-lb, turf-wbb-0.25-a, turf-wbb-1000-f, turf-wbb-1500-f, turf-wbb-2000-f, turf-wbb-500-f, turf-wbb-5000-f, turf-ww, w-phcr, w-phcr-0.25-lb, w-phcr-0.5-lb, w-phcr-1-lb"
gla_452709,"Pet & Kid Safe Bluegrass Lawn Seed Bundle - Low-Maintenance Turf - 5 lb, Covers 1,000 sq ft | Nature's Seed",Lawn / Turf Seeds > Home Lawn/Yard Grass Seed,grass-seed,199.99 USD,1134.32,6760.27,5.96,"10358156857417063638, 11224793057940186899, gla_183446, gla_183447, gla_183448, gla_183449, gla_183450, gla_183451, gla_184724, gla_184725, gla_184726, gla_184727, gla_185628, gla_185629, gla_185630, gla_185631, gla_185656, gla_185657, gla_185658, gla_185659, gla_185789, gla_185790, gla_185791, gla_185792, gla_185915, gla_185916, gla_185917, gla_185918, gla_186087, gla_186088, gla_186089, gla_186090, gla_186091, gla_186092, gla_440435, gla_452707, gla_452708, gla_452709, pg-agsp, pg-agsp-1-lb, pg-agsp-10-lb, pg-agsp-25-lb, pg-agsp-50-lb, pg-ange-50-lb, pg-poam, pg-poco, pg-posa, pg-posa-1-lb, pg-posa-10-lb, pg-posa-25-lb, pg-posa-50-lb, pg-scsc, pg-scsc-1-lb, pg-scsc-10-lb, pg-scsc-25-lb, pg-scsc-50-lb, turf-wbb-0.25-a, turf-wbb-1000-f, turf-wbb-1500-f, turf-wbb-2000-f, turf-wbb-500-f, turf-wbb-5000-f, turf-ww, w-phcr, w-phcr-0.25-lb, w-phcr-0.5-lb, w-phcr-1-lb"
gla_446822,"Sheep Fescue Grass Seed - Hardy Lawn for Poor Soils - 10 lb, Covers 10,000 sq ft | Nature's Seed",Specialty Seeds > Lawn Alternative/Enhancer,planting aid,69.99 USD,969.31,4158.01,4.29,"12098780701196574523, 14782103250548794472, 2466768864478421135, 2988382778511579255, 9848834681477067527, gla_183534, gla_183535, gla_183536, gla_183537, gla_185868, gla_185869, gla_185870, gla_185871, gla_185879, gla_185880, gla_185891, gla_185892, gla_185893, gla_185894, gla_441400, gla_444241, gla_446822, gla_446823, gla_446824, s-feov, s-feov-1-lb, s-feov-10-lb, s-feov-25-lb, s-feov-50-lb"
gla_446823,"Sheep Fescue Grass Seed - Hardy Lawn for Poor Soils - 25 lb, Covers 25 sq ft | Nature's Seed",Specialty Seeds > Lawn Alternative/Enhancer,planting aid,149.99 USD,969.31,4158.01,4.29,"12098780701196574523, 14782103250548794472, 2466768864478421135, 2988382778511579255, 9848834681477067527, gla_183534, gla_183535, gla_183536, gla_183537, gla_185868, gla_185869, gla_185870, gla_185871, gla_185879, gla_185880, gla_185891, gla_185892, gla_185893, gla_185894, gla_441400, gla_444241, gla_446822, gla_446823, gla_446824, s-feov, s-feov-1-lb, s-feov-10-lb, s-feov-25-lb, s-feov-50-lb"
gla_446824,"Sheep Fescue Grass Seed - Hardy Lawn for Poor Soils - 5 lb, Covers 1,000 sq ft | Nature's Seed",Specialty Seeds > Lawn Alternative/Enhancer,planting aid,39.99 USD,969.31,4158.01,4.29,"12098780701196574523, 14782103250548794472, 2466768864478421135, 2988382778511579255, 9848834681477067527, gla_183534, gla_183535, gla_183536, gla_183537, gla_185868, gla_185869, gla_185870, gla_185871, gla_185879, gla_185880, gla_185891, gla_185892, gla_185893, gla_185894, gla_441400, gla_444241, gla_446822, gla_446823, gla_446824, s-feov, s-feov-1-lb, s-feov-10-lb, s-feov-25-lb, s-feov-50-lb"
gla_444944,"Alfalfa Pasture Seed - Premium Forage & Soil-Improving Legume - 25 lb, Covers 25,000 sq ft | Nature's Seed",Pasture Seeds > Single Species Pasture Seeds,pasture,179.99 USD,696.55,3715.17,5.33,"gla_444236, gla_444944, gla_444949, pg-mesa, pg-mesa-1-lb, pg-mesa-10-lb, pg-mesa-25-lb, pg-mesa-50-lb"
gla_444236,"Alfalfa Pasture Seed - Premium Forage & Soil-Improving Legume - 5 lb, Covers 5,000 sq ft | Nature's Seed",Pasture Seeds > Single Species Pasture Seeds,pasture,39.99 USD,696.55,3715.17,5.33,"gla_444236, gla_444944, gla_444949, pg-mesa, pg-mesa-1-lb, pg-mesa-10-lb, pg-mesa-25-lb, pg-mesa-50-lb"
gla_444949,"Alfalfa Pasture Seed - Premium Forage & Soil-Improving Legume - 50 lb, Covers 50,000 sq ft | Nature's Seed",Pasture Seeds > Single Species Pasture Seeds,pasture,339.99 USD,696.55,3715.17,5.33,"gla_444236, gla_444944, gla_444949, pg-mesa, pg-mesa-1-lb, pg-mesa-10-lb, pg-mesa-25-lb, pg-mesa-50-lb"
gla_457050,"Sundancer Buffalograss Lawn Seed - Drought-Tolerant, Warm Season - 15 lb, Covers 5,000 sq ft | Nature's Seed",Lawn / Turf Seeds > Home Lawn/Yard Grass Seed,grass-seed,496.99 USD,346.57,3064.78,8.84,"gla_457050, gla_457051, gla_457052, turf-buda, turf-buda-1000-f, turf-buda-1500-f, turf-buda-2000-f, turf-buda-500-f, turf-buda-5000-f"
gla_457051,"Sundancer Buffalograss Lawn Seed - Drought-Tolerant, Warm Season - 3 lb, Covers 1,000 sq ft | Nature's Seed",Lawn / Turf Seeds > Home Lawn/Yard Grass Seed,grass-seed,116.99 USD,346.57,3064.78,8.84,"gla_457050, gla_457051, gla_457052, turf-buda, turf-buda-1000-f, turf-buda-1500-f, turf-buda-2000-f, turf-buda-500-f, turf-buda-5000-f"
gla_457052,"Sundancer Buffalograss Lawn Seed - Drought-Tolerant, Warm Season - 6 lb, Covers 2,000 sq ft | Nature's Seed",Lawn / Turf Seeds > Home Lawn/Yard Grass Seed,grass-seed,209.99 USD,346.57,3064.78,8.84,"gla_457050, gla_457051, gla_457052, turf-buda, turf-buda-1000-f, turf-buda-1500-f, turf-buda-2000-f, turf-buda-500-f, turf-buda-5000-f"
